0.32,471,4,2,2,0,120
0.78,1929,33,0,28,0,231
0.11,1465,7,202,4,0,20
0.02,87,5,10,2,0,132
0.01,271,17,0,3,0,68
0.87,662,11,0,18,2,200
1,65,19,0,12,0,197
0.61,1302,31,0,33,0,228
0.01,604,25,0,21,0,236
0.03,122,5,7,1,0,59
0.1,901,61,0,21,0,229
0.87,1578,29,0,32,0,153
0.04,333,8,0,4,0,72
0.04,301,8,0,3,0,78
0.01,72,4,0,2,0,39
0.76,2113,60,0,34,0,219
0.03,94,7,9,6,0,218
0.88,1394,31,0,30,0,115
0.45,1422,18,116,6,0,186
1,229,32,0,12,0,246
0.01,455,7,0,6,0,37
0.03,633,8,44,3,0,69
0.01,754,5,99,2,1,23
0.09,950,10,169,3,0,118
0.73,963,20,0,24,2,205
0.08,1837,18,74,10,0,88
0.09,1005,27,0,18,0,148
0.07,669,10,0,20,0,249
1,45,20,0,12,0,322
1,219,22,0,12,0,224
0.01,217,6,0,6,0,98
0.03,281,3,0,9,0,75
0.1,1017,22,224,6,0,143
0.91,1570,33,0,34,5,255
0.05,416,4,11,3,0,67
0.78,1317,37,0,31,0,144
0.04,478,9,61,3,1,26
0.01,18,1,0,2,0,65
1,5,3,0,12,0,267
0.01,158,5,61,5,0,85
0.05,338,6,0,10,5,154
1,252,45,0,12,0,268
0.11,880,8,47,4,3,83
0.01,185,3,0,3,0,1
0.05,352,21,0,9,0,116
0.02,227,10,0,5,0,73
0.73,1698,23,0,31,0,219
1,115,25,0,12,0,228
0.01,92,5,5,2,0,41
0.01,218,3,20,2,0,63
0.81,2579,44,0,32,0,171
0.07,321,11,0,4,0,207
0.82,3436,66,0,27,0,201
0.07,570,20,0,6,0,81
0.1,1339,13,282,4,0,35
0.03,191,4,0,3,0,94
0.55,4257,39,267,14,0,176
0.26,310,1,0,8,0,170
1,74,24,0,12,0,269
0.08,533,13,0,4,0,104
0.32,2060,20,122,11,0,85
1,323,31,0,12,0,236
0.04,267,6,0,18,0,179
0.85,2031,10,0,33,0,224
1,180,57,0,12,0,165
0.68,2759,68,0,32,0,245
0.01,1335,30,355,6,0,73
1,160,36,0,10,0,277
0.69,913,22,0,22,1,250
1,211,28,0,12,0,138
0.03,546,15,0,14,0,111
1,415,47,0,12,0,217
0.32,1556,37,0,12,0,148
1,76,8,0,10,0,232
0.01,32,1,3,2,0,1
0.06,447,7,25,3,0,82
0.04,399,20,0,16,0,184
0.29,1211,6,72,4,0,156
0.11,1983,14,215,5,1,88
0.04,740,10,0,14,0,94
0.85,1415,16,0,33,0,24
0.16,3483,110,0,27,0,218
0.04,210,7,18,2,0,198
0.18,1036,12,0,9,0,79
1,246,35,0,11,0,297
1,9,8,0,10,0,287
0.89,29,23,101,7,0,207
0.1,4205,29,904,16,0,220
0.18,1378,28,0,30,5,186
1,138,33,0,12,0,332
0.08,2135,16,361,4,0,143
1,254,23,0,12,0,208
0.07,1612,27,0,32,0,238
0.15,404,1,9,5,0,163
0.59,2802,95,0,27,0,170
0.02,358,5,0,7,4,90
0.02,222,6,0,3,0,95
0.12,3228,24,532,8,0,96
0.8,1943,30,306,8,0,167
0.05,724,28,0,8,0,226
0.13,1450,7,327,4,0,78
0.84,1740,25,0,30,0,198
0.03,262,3,0,6,0,101
0.01,92,3,0,2,0,92
0.05,403,13,0,9,0,74
0.8,2192,60,0,28,0,248
0.05,643,12,0,21,0,108
0.09,1125,24,0,7,0,108
1,430,38,0,12,0,328
1,67,10,0,8,0,241
0.08,189,6,14,2,0,199
0.01,307,4,18,3,1,68
1,192,20,0,12,0,243
0.01,278,5,7,2,0,163
0.03,288,6,0,8,0,109
0.94,1737,28,0,33,0,185
1,799,76,0,12,0,152
0.63,663,14,0,9,0,206
0.04,550,6,63,3,0,58
0.01,432,5,37,2,0,50
0.06,553,10,61,4,0,45
0.03,365,2,53,2,0,5
0.02,200,6,0,5,0,52
0.03,289,9,1,3,0,31
0.01,417,6,0,7,0,98
0.9,1001,29,0,31,0,151
0.01,239,4,29,2,0,46
0.77,12299,29,5128,7,0,89
0.02,373,13,0,4,0,99
0.82,1747,39,192,7,0,108
1,116,21,0,12,0,266
0.01,94,5,9,2,0,71
0.95,1307,18,0,33,0,224
1,273,36,0,12,0,333
0.86,2540,25,475,8,1,218
0.1,1632,60,0,6,0,232
0.69,1482,23,0,29,2,139
0.04,617,25,0,9,0,152
0.04,560,18,0,10,4,52
0.24,495,4,1,3,0,30
0.01,518,6,0,3,0,60
0.05,431,12,0,10,0,148
0.02,183,8,0,9,0,155
1,138,31,0,12,0,266
0.91,14417,104,2541,15,0,225
0.93,1993,20,0,33,0,226
0.03,723,11,105,2,0,155
0.02,183,2,6,3,0,12
0.01,648,9,73,5,2,236
1,434,47,0,12,0,289
0.01,443,6,33,2,0,67
0.81,1360,39,0,31,1,234
0.72,10130,80,1488,15,0,205
0.05,348,13,0,12,0,123
1,560,58,0,12,0,324
0.25,4404,25,248,8,1,110
0.01,162,4,0,3,0,19
0.04,700,3,267,2,0,83
0.04,964,12,74,3,0,81
1,680,27,0,12,0,215
0.83,4457,89,0,26,2,229
0.02,343,4,41,3,0,92
0.76,2130,16,0,30,0,137
1,363,35,0,12,0,225
0.02,317,4,30,2,0,60
0.04,170,10,9,2,0,208
0.04,3307,13,2428,3,0,23
0.08,616,8,0,14,1,60
0.63,4631,63,292,15,3,105
1,335,50,0,12,0,248
0.03,256,16,0,6,0,136
1,598,36,0,12,0,68
0.14,2281,15,384,5,0,88
0.01,107,7,1,3,0,64
1,191,37,0,12,0,253
1,537,54,0,12,0,330
1,188,29,0,12,0,265
1,227,30,0,9,0,260
0.55,1389,25,0,32,0,180
0.51,1665,38,0,32,2,162
0.04,368,26,0,9,0,124
0.77,4872,48,1070,13,0,137
0.97,6326,46,822,15,0,146
0.96,4969,50,671,15,0,131
1,252,37,0,11,0,266
0.01,109,2,14,1,0,61
0.04,626,6,90,3,0,76
1,398,34,0,10,0,266
0.02,226,9,0,4,0,24
0.31,1467,17,281,10,2,190
0.72,120,1,0,3,0,1
0.01,50,2,4,2,0,66
0.28,12107,79,1879,15,3,132
1,256,25,0,12,0,295
0.01,316,5,47,2,0,52
0.08,708,19,0,24,0,104
1,2766,40,256,16,0,178
0.99,949,39,0,22,0,233
0.1,936,7,107,5,0,102
1,172,38,0,12,0,332
0.19,405,4,1,3,0,111
0.05,475,19,0,5,0,221
0.05,61,2,3,3,0,196
1,129,26,0,6,0,307
0.05,867,9,252,3,0,74
1,105,33,0,9,0,268
0.67,1014,19,43,8,0,214
0.23,585,2,10,3,0,54
0.17,4316,31,995,6,0,93
0.92,4901,67,394,15,0,390
0.04,572,4,80,3,0,7
0.9,3688,25,665,15,1,156
1,393,52,0,12,0,286
0.07,1288,16,152,3,0,74
0.05,493,18,0,9,0,132
0.78,1665,33,99,8,1,187
0.05,398,8,17,5,0,87
0.86,1747,41,0,32,5,225
1,357,46,0,12,0,282
1,14,7,0,11,0,273
0.79,2589,71,0,31,0,235
0.7,1864,23,0,34,0,237
0.02,160,1,0,4,0,1
0.27,401,1,0,7,0,1
0.9,2072,45,0,33,0,168
0.02,239,1,33,2,0,1
1,47,26,0,12,0,287
1,114,22,0,9,0,286
0.66,1825,40,0,33,1,194
0.67,1413,40,0,30,0,197
0.15,1071,4,11,7,0,181
0.36,4051,19,628,12,0,100
0.05,486,4,49,4,0,29
0.88,3352,36,291,13,1,170
0.01,666,8,0,30,0,133
0.08,362,3,38,4,0,176
0.9,5497,53,1165,16,0,356
0.18,2518,22,256,7,0,227
0.88,1791,30,0,34,2,189
0.95,936,40,0,29,0,259
0.06,296,13,0,11,0,166
0.08,719,31,0,5,1,234
0.93,1397,42,0,33,0,229
0.16,330,6,33,4,0,171
1,441,70,0,12,0,340
0.95,4855,39,868,16,0,152
0.73,953,22,0,17,0,158
1,77,18,0,7,0,358
0.01,169,5,56,2,0,165
0.04,556,9,0,3,0,199
1,107,25,0,12,0,334
0.05,405,20,0,7,0,218
0.96,531,20,0,10,0,238
0.38,6345,54,1013,16,2,332
0.02,1212,12,169,4,0,129
1,204,44,0,10,0,372
1,649,63,0,12,0,267
0.01,259,6,39,2,0,39
0.01,179,12,5,4,0,83
0.19,281,8,38,3,0,159
0.07,477,8,0,13,0,171
0.86,2356,18,0,32,0,53
0.04,185,18,0,4,0,248
0.05,261,12,0,12,1,135
0.72,1396,28,0,24,0,58
0.67,1443,11,0,31,0,240
0.78,3439,24,128,14,0,177
0.16,2883,44,0,10,0,156
0.74,259,2,0,7,0,172
0.15,538,6,81,4,0,209
0.01,57,2,0,2,0,61
0.03,552,11,0,11,0,149
1,749,79,0,12,0,333
0.4,5358,79,787,15,0,205
0.84,3792,55,0,27,1,233
0.13,1581,10,187,5,0,38
0.23,1344,44,0,32,0,108
0.01,569,18,0,3,0,56
0.01,78,6,14,2,0,15
1,54,27,0,12,0,336
0.1,1462,21,192,6,0,62
0.23,215,2,0,6,0,18
1,302,13,0,8,0,141
0.01,113,7,21,2,0,77
0.93,7481,54,1741,15,0,154
0.87,5114,71,32,15,0,322
1,77,44,0,8,0,286
0.96,969,24,0,18,1,235
0.02,184,3,11,2,0,94
0.01,187,4,0,5,0,101
0.14,1778,39,275,15,2,129
0.85,8594,56,1106,16,0,230
0.04,499,24,0,15,3,147
0.63,2892,50,311,10,0,123
0.71,1811,51,0,33,0,225
0.02,294,19,21,2,0,70
0.02,221,5,8,4,0,145
0.04,472,13,0,9,1,1
0.01,22,2,0,2,0,68
0.03,262,11,0,3,0,95
0.31,3158,28,135,15,0,91
0.2,578,7,0,10,0,122
0.04,339,7,0,8,0,93
1,12863,67,1411,16,0,235
0.97,1683,30,0,34,0,226
1,865,69,0,12,0,358
0.4,407,4,0,2,0,8
0.28,1301,11,160,4,0,73
1,378,49,0,12,0,285
0.05,268,7,5,6,0,112
1,278,25,0,12,0,265
0.96,1377,31,0,33,0,231
1,217,35,0,12,0,255
0.73,1578,55,222,9,0,208
0.67,1705,43,0,28,0,159
0.07,596,11,95,2,0,153
1,322,63,0,12,0,304
0.79,1183,36,0,32,2,226
0.05,246,3,33,2,0,56
0.01,244,4,64,2,0,37
0.18,1274,39,0,32,0,216
0.01,3118,55,515,8,0,265
1,471,20,0,10,0,132
1,621,9,0,9,0,184
1,43,14,0,12,0,266
0.16,1157,7,9,5,0,104
1,105,30,0,12,0,220
0.01,634,5,176,2,2,371
0.44,1207,6,0,28,0,181
1,434,61,0,12,0,317
0.07,285,17,0,9,0,214
1,110,41,0,12,0,105
1,59,10,0,12,0,353
0.01,186,6,44,3,0,119
0.96,7605,86,19,15,0,102
0.02,180,4,0,4,0,166
1,505,37,0,12,0,310
0.01,194,9,0,8,0,128
0.25,878,7,91,4,0,222
0.02,216,3,21,2,0,124
0.04,946,12,126,3,0,223
0.01,240,6,44,3,1,72
0.17,1038,24,0,22,0,165
0.67,2136,54,0,34,1,259
1,311,23,0,12,0,300
0.05,220,9,0,7,0,67
0.07,831,28,0,17,0,119
0.01,224,3,48,2,0,33
0.89,4971,45,591,16,0,79
0.06,622,18,0,7,0,85
0.04,604,20,0,5,0,80
1,301,25,0,12,0,291
0.01,59,3,3,2,0,9
0.76,1558,11,0,31,3,74
0.14,652,14,0,21,0,223
0.4,1231,23,8,14,0,99
0.01,226,10,0,4,0,153
0.36,4174,38,837,10,0,131
0.92,1051,19,0,33,0,129
0.23,3619,15,343,7,1,83
1,61,23,0,12,0,224
0.07,990,9,218,5,0,38
0.22,1226,24,0,9,0,186
0.8,913,20,0,19,0,168
0.02,536,19,0,10,0,68
0.06,620,39,0,30,0,226
0.42,1316,13,0,32,0,64
0.04,68,3,0,3,0,108
1,97,17,0,12,0,264
0.01,351,15,0,8,0,197
1,586,48,0,12,0,303
0.03,250,2,0,6,0,145
1,691,50,0,12,0,345
0.75,538,4,0,14,0,27
0.01,431,6,31,3,0,30
1,824,63,0,12,0,289
0.02,1105,23,267,3,0,32
0.02,221,14,0,5,0,226
0.01,1094,11,201,4,0,42
0.17,367,11,20,4,0,241
0.74,1472,13,0,33,0,158
0.02,127,4,0,4,0,44
0.67,4600,53,840,9,0,243
0.02,335,2,27,4,0,26
0.45,4778,52,1512,10,0,241
0.01,192,14,10,7,0,263
0.91,2190,19,0,32,0,226
1,7140,64,1742,16,0,96
0.03,547,1,307,2,0,37
1,350,54,0,12,0,286
0.01,192,10,64,2,0,59
0.74,858,8,13,6,0,34
0.69,852,4,0,23,0,108
0.88,2327,40,0,32,0,149
1,233,40,0,12,0,342
0.7,3608,59,0,26,0,263
0.02,395,18,0,5,0,256
0.04,455,16,0,16,1,120
0.89,5887,62,841,16,0,130
0.68,6791,32,0,16,0,359
0.05,215,6,0,8,0,84
0.07,677,26,0,16,0,164
0.01,160,17,36,3,0,154
1,187,54,0,12,0,237
0.89,1765,29,0,33,1,65
0.06,543,13,44,4,0,129
0.03,238,6,0,9,0,92
0.01,103,3,0,4,0,38
0.99,7499,50,444,16,0,96
0.82,3780,67,277,15,0,181
1,594,44,0,12,0,264
0.01,775,14,158,3,1,40
0.05,467,9,0,17,1,70
0.1,1185,11,0,23,0,145
0.13,990,11,182,5,0,25
1,4452,39,222,16,3,149
0.7,2048,25,0,33,1,38
0.85,1450,22,0,32,0,216
0.63,2846,67,0,33,1,255
1,312,39,0,9,0,268
0.11,578,3,39,2,0,18
0.03,392,8,59,2,0,157
0.04,309,6,33,2,0,69
0.01,673,4,96,2,1,50
0.65,4842,51,545,14,0,386
0.02,150,5,0,4,0,5
0.85,2007,56,0,34,0,170
0.29,1281,7,224,5,0,100
0.05,444,11,0,13,0,153
1,251,39,0,12,0,258
1,367,42,0,12,0,340
1,365,32,0,12,0,89
0.1,561,32,0,5,0,101
0.03,468,9,0,10,2,144
0.01,238,11,0,9,0,50
0.4,5387,61,944,15,0,89
0.01,103,4,9,2,0,4
1,232,25,0,12,0,257
0.21,637,17,47,4,0,164
1,119,18,0,12,0,121
0.03,62,1,0,2,0,1
0.85,1169,36,0,29,3,257
0.34,8139,74,236,3,0,107
0.09,219,4,43,2,0,141
0.01,81,1,0,3,0,1
0.04,177,2,0,5,3,95
0.95,4241,61,242,16,0,125
0.01,25,2,0,2,0,54
0.78,1516,20,0,31,2,236
0.08,601,22,0,18,1,162
0.36,3914,55,596,12,0,164
0.86,1532,24,0,33,0,165
1,150,53,0,12,0,375
0.01,252,8,16,3,0,368
1,60,14,0,10,0,273
0.96,1490,19,38,13,0,157
0.91,3113,39,141,14,0,155
0.45,2293,20,401,5,0,72
0.03,658,11,45,3,1,296
1,314,55,0,12,0,380
1,683,50,0,12,0,293
0.91,5679,58,1126,15,0,157
0.24,527,19,0,10,0,158
0.01,479,9,77,2,2,12
0.7,1870,20,0,34,0,220
1,231,40,0,12,0,257
0.27,1539,8,0,7,0,57
0.83,2068,62,0,34,3,153
0.01,36,3,1,3,0,152
0.04,875,31,0,13,1,189
0.11,248,4,0,8,0,154
0.04,200,10,0,8,0,219
0.1,782,16,60,7,0,167
0.02,304,8,0,3,2,112
0.13,844,16,0,19,2,60
0.5,1284,19,0,31,0,105
0.18,1149,30,0,13,0,187
0.85,1131,27,0,33,0,159
0.98,7220,37,1111,16,0,113
0.05,118,3,0,3,0,20
0.23,3158,28,683,8,2,133
0.04,579,21,0,15,1,175
0.01,226,4,42,2,0,67
0.58,3646,22,450,14,0,108
0.03,629,9,28,4,0,85
0.01,41,4,2,2,0,49
0.03,448,5,122,2,0,55
0.04,580,11,119,3,1,75
0.01,339,4,36,2,0,48
0.05,246,9,0,5,0,29
0.26,1166,18,20,14,0,137
0.79,1329,24,0,32,0,193
0.01,94,1,11,2,0,1
0.03,168,3,4,2,0,49
0.03,454,5,0,14,0,110
0.99,5028,42,427,16,0,118
0.02,436,6,35,3,0,22
0.01,197,5,0,10,1,50
0.15,340,2,24,4,0,5
0.99,1914,20,0,27,0,144
0.01,42,6,7,2,0,98
1,120,30,0,9,0,254
0.09,577,8,121,4,0,75
0.93,479,10,0,11,0,36
1,112,19,0,12,0,290
1,289,25,0,12,0,216
0.17,320,8,17,3,0,146
0.05,358,9,0,13,0,201
1,128,25,0,12,0,274
0.74,1265,25,0,34,0,36
0.04,406,4,46,2,0,77
0.82,2826,49,0,33,4,231
0.04,494,11,84,3,0,76
0.14,556,11,105,6,0,148
0.8,2192,65,0,32,1,177
0.03,129,12,0,5,0,129
1,133,17,0,12,0,267
0.57,1856,17,0,33,1,84
1,188,25,0,12,0,332
0.22,2271,25,389,7,0,120
0.01,3015,36,393,9,0,226
0.01,304,12,0,9,0,120
0.81,1730,65,0,33,0,261
0.02,478,4,59,2,0,87
0.77,1900,54,0,32,0,234
0.18,1611,27,0,7,0,129
0.68,2156,30,0,32,0,69
0.02,52,2,0,3,0,69
0.01,48,2,0,3,0,128
0.75,1244,17,0,13,0,136
0.13,1035,16,79,5,0,71
0.16,3198,39,59,14,0,175
0.6,2938,75,0,20,1,256
0.01,861,31,0,4,1,218
0.81,1724,42,0,32,0,219
0.06,391,1,52,2,0,126
0.01,353,6,57,4,1,163
0.9,8723,65,1784,15,0,387
0.88,1404,22,27,13,0,207
0.05,318,10,0,10,0,156
0.04,557,9,62,3,0,354
0.78,1096,33,0,24,0,238
0.12,607,9,79,4,0,188
0.01,78,2,0,2,0,65
0.08,658,20,0,6,0,128
1,157,60,0,12,0,207
0.02,194,7,3,3,0,120
0.88,2889,45,0,34,0,184
0.91,1796,35,0,33,0,47
0.93,1181,26,0,23,0,221
0.01,1855,74,0,21,0,113
0.08,199,6,19,3,0,24
0.04,45,1,0,2,0,1
0.89,9568,60,438,16,0,146
0.93,916,14,0,30,0,124
0.7,1573,19,0,32,0,55
1,128,31,0,12,0,301
0.01,37,3,0,3,0,68
1,224,17,0,11,0,241
0.97,6529,51,1846,15,2,245
0.01,277,9,0,3,0,114
0.16,1935,17,427,9,2,378
0.05,335,10,0,10,0,57
0.44,5528,57,1345,14,0,222
0.51,1919,18,58,14,0,149
0.01,2241,63,0,26,0,222
0.09,880,17,155,4,0,64
1,172,45,0,12,0,332
0.06,443,12,0,16,0,24
0.22,2410,27,510,7,0,70
0.01,181,9,0,5,0,128
0.96,1377,18,0,33,0,179
0.98,1049,36,0,23,0,184
0.66,2701,65,0,33,0,240
0.18,2481,22,219,6,0,75
0.01,120,6,0,4,0,184
0.79,1275,43,0,27,0,237
0.01,459,16,0,11,0,112
0.04,287,7,0,7,0,185
0.04,1592,15,263,3,0,38
0.05,162,4,0,5,0,166
1,226,24,0,12,0,319
1,137,30,0,12,0,266
0.01,126,4,0,6,0,215
0.43,1265,8,1,8,0,76
0.63,2057,29,0,25,0,154
0.18,502,9,0,9,0,28
0.03,34,1,0,2,0,1
1,97,25,0,12,0,309
0.31,2339,12,0,10,0,67
0.04,385,11,0,11,0,163
0.04,400,5,0,7,0,67
1,155,25,0,12,0,364
1,404,36,0,10,0,204
0.03,397,3,77,3,0,37
0.11,551,14,0,9,0,90
0.66,1878,21,341,9,1,187
0.04,493,7,0,5,0,71
0.01,214,8,0,4,0,62
0.85,7960,76,1005,15,0,130
0.36,738,6,0,14,1,215
0.27,1151,9,143,4,0,166
0.01,43,3,0,2,0,56
0.02,197,4,4,2,0,15
0.13,1437,23,0,31,5,106
0.86,3010,74,0,32,1,107
0.05,301,4,0,6,2,34
0.01,253,9,0,14,0,143
0.02,259,8,32,1,0,19
0.05,528,21,0,4,0,147
0.03,261,6,0,6,0,92
1,34,13,0,12,0,198
0.66,2098,62,0,27,0,202
1,46,19,0,12,0,277
1,66,21,0,12,0,276
0.4,7119,67,923,14,0,281
0.7,1416,29,48,9,0,226
0.01,139,4,24,2,0,68
0.82,3720,47,810,8,0,106
0.04,686,14,32,5,0,62
0.16,1502,17,358,6,0,92
0.01,348,4,28,2,0,66
0.81,1192,13,131,9,0,69
0.98,4756,36,288,16,0,155
1,43,18,0,12,0,255
0.96,1310,20,0,32,1,178
0.42,951,17,135,5,0,192
1,790,55,0,12,0,80
0.04,244,4,0,3,0,92
0.02,222,4,17,2,0,140
1,100,23,0,12,0,254
0.04,573,5,91,3,3,73
0.01,106,1,6,2,0,1
0.11,683,21,0,5,0,141
0.8,2182,19,0,31,0,51
0.34,1240,23,0,11,0,225
0.65,1543,32,211,9,0,175
0.3,634,12,59,4,0,124
0.07,466,10,94,2,0,18
1,129,24,0,12,0,236
0.54,1055,23,0,25,0,205
0.15,6205,38,2045,14,3,1
0.05,1203,10,99,9,0,154
0.01,214,13,0,7,0,156
0.04,912,13,81,4,1,38
0.01,86,6,8,2,0,63
0.78,795,11,0,20,0,95
0.04,309,6,0,8,0,91
0.26,4256,47,842,8,0,132
0.01,272,18,0,3,0,133
1,65,17,0,12,0,262
0.2,681,4,0,27,0,245
0.11,2256,18,444,4,1,89
1,526,36,0,10,0,50
0.01,57,3,5,1,0,81
0.93,9434,52,2848,13,3,181
0.03,917,16,111,7,0,127
0.01,658,22,83,10,1,206
0.03,235,5,0,9,0,209
0.05,183,6,0,4,0,200
0.02,283,14,0,4,0,200
0.83,2109,24,0,31,0,225
1,83,30,0,9,0,270
0.02,169,5,20,2,0,174
0.02,460,7,38,2,0,236
1,87,26,0,11,0,249
0.68,1463,22,0,31,0,145
0.15,414,8,33,4,0,37
0.02,228,9,43,2,0,194
0.18,2775,36,148,14,0,233
0.02,953,10,172,3,0,38
0.03,373,6,0,10,0,9
1,154,30,0,12,0,290
0.49,1764,25,0,32,2,210
0.22,3404,24,794,9,0,131
0.92,11976,70,1885,16,2,276
1,134,20,0,12,0,341
0.03,392,5,0,8,0,112
0.01,347,9,0,8,1,28
1,319,57,0,12,0,274
0.02,228,3,0,5,2,107
0.12,436,7,49,3,0,98
0.05,93,3,14,3,0,6
0.64,1331,17,0,27,0,56
1,306,56,0,12,0,217
1,578,6,0,18,0,65
0.9,10135,123,0,27,0,220
1,1020,12,0,34,0,51
0.05,175,5,0,6,0,97
0.05,10,1,0,2,0,1
0.01,29,1,0,3,0,1
1,691,59,0,12,0,287
0.01,106,2,17,1,0,151
0.29,2921,31,395,9,0,370
0.01,54,3,0,2,0,86
0.3,649,24,0,17,0,222
1,219,59,0,12,0,248
0.18,2737,25,496,7,0,122
1,92,29,0,9,0,275
0.1,2489,13,386,5,0,111
0.1,802,12,0,22,0,74
0.04,206,5,0,6,0,36
0.01,211,5,0,6,0,19
1,28,15,0,12,0,216
0.11,733,9,164,3,0,166
1,295,44,0,12,0,290
1,216,30,0,12,0,301
0.02,218,4,25,2,0,187
0.13,2303,21,374,5,0,112
0.92,6829,45,560,15,0,181
1,67,20,0,7,0,377
1,220,29,0,12,0,190
0.01,119,5,20,2,0,91
0.09,1823,22,194,5,0,312
0.01,73,2,3,2,0,254
1,1247,35,0,32,1,135
0.79,1278,26,0,29,0,175
0.99,8021,76,913,16,0,223
0.93,418,5,0,11,0,250
0.02,181,5,15,2,0,12
0.52,1030,25,0,16,0,226
0.93,2724,79,0,32,0,240
0.05,394,12,0,11,0,76
1,62,14,0,12,0,287
0.04,489,4,25,2,0,93
0.11,895,28,0,20,0,214
0.93,16252,73,4889,16,0,238
0.15,666,3,11,4,0,211
0.99,489,10,0,11,0,235
1,382,35,0,12,0,278
0.9,283,2,0,7,0,8
0.38,2412,20,8,12,0,124
0.93,5289,35,856,14,0,236
0.01,230,8,42,4,0,172
1,182,21,0,9,0,295
0.04,491,7,81,2,0,58
0.13,2723,28,433,13,0,173
0.43,1179,16,25,6,0,171
0.13,1821,17,262,5,0,150
0.05,213,12,0,10,0,178
0.01,369,5,66,2,0,94
0.01,141,5,16,2,0,92
0.01,474,12,91,3,0,103
0.05,278,4,34,2,0,79
1,79,23,0,8,0,369
